name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-261 b,696,0.223 Jupiters,10.612,2018
K2-263 b,530,14.8 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,11.6 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-261 b,696,0.223 Jupiters,10.612,2018
K2-263 b,530,14.8 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,11.6 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-261 b,696,0.223 Jupiters,10.612,2018
K2-263 b,530,14.8 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-266 b,253,11.26782 Earths,11.625,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-268 b,1069,2.57 Earths,13.848,2018
K2-268 c,1069,7.7 Earths,13.848,2018
K2-269 b,1177,3.09 Earths,11.784,2018
K2-26 b,323,7.61 Earths,14.528,2016
K2-270 b,915,2.48 Earths,13.847,2018
K2-270 c,915,9.01 Earths,13.847,2018
K2-266 b,253,11.26782 Earths,11.625,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-268 b,1069,2.57 Earths,13.848,2018
K2-268 c,1069,7.7 Earths,13.848,2018
K2-269 b,1177,3.09 Earths,11.784,2018
K2-26 b,323,7.61 Earths,14.528,2016
K2-270 b,915,2.48 Earths,13.847,2018
K2-270 c,915,9.01 Earths,13.847,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,8.8 Earths,13.872,2018
K2-273 b,1005,17.9 Earths,13.246,2018
K2-274 b,745,5.48 Earths,13.181,2018
K2-275 b,403,5.65 Earths,11.974,2018
K2-275 c,403,6.08 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-277 b,369,4.94 Earths,10.364,2018
K2-278 b,2565,9.17 Earths,13.446,2018
K2-279 b,597,1.92 Earths,11.491,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,8.8 Earths,13.872,2018
K2-273 b,1005,17.9 Earths,13.246,2018
K2-274 b,745,5.48 Earths,13.181,2018
K2-275 b,403,5.65 Earths,11.974,2018
K2-275 c,403,6.08 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-277 b,369,4.94 Earths,10.364,2018
K2-278 b,2565,9.17 Earths,13.446,2018
K2-279 b,597,1.92 Earths,11.491,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,8.8 Earths,13.872,2018
K2-273 b,1005,17.9 Earths,13.246,2018
K2-274 b,745,5.48 Earths,13.181,2018
K2-275 b,403,5.65 Earths,11.974,2018
K2-275 c,403,6.08 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-277 b,369,4.94 Earths,10.364,2018
K2-278 b,2565,9.17 Earths,13.446,2018
K2-279 b,597,1.92 Earths,11.491,2018
K2-27 b,814,30.9 Earths,12.689,2016
K2-280 b,1277,37.1 Earths,12.524,2018
K2-281 b,1494,0.16 Jupiters,15.048,2018
K2-282 b,1619,8.35 Earths,14.21,2018
K2-283 b,1314,12.2 Earths,14.364,2018
K2-284 b,350,8.15 Earths,13.265,2018
K2-285 b,505,9.68 Earths,12.075,2018
K2-285 c,505,15.68 Earths,12.075,2018
K2-285 d,505,6.5 Earths,12.075,2018
K2-285 e,505,10.7 Earths,12.075,2018
K2-27 b,814,30.9 Earths,12.689,2016
K2-280 b,1277,37.1 Earths,12.524,2018
K2-281 b,1494,0.16 Jupiters,15.048,2018
K2-282 b,1619,8.35 Earths,14.21,2018
K2-283 b,1314,12.2 Earths,14.364,2018
K2-284 b,350,8.15 Earths,13.265,2018
K2-285 b,505,9.68 Earths,12.075,2018
K2-285 c,505,15.68 Earths,12.075,2018
K2-285 d,505,6.5 Earths,12.075,2018
K2-285 e,505,10.7 Earths,12.075,2018
K2-27 b,814,30.9 Earths,12.689,2016
K2-280 b,1277,37.1 Earths,12.524,2018
K2-281 b,1494,0.16 Jupiters,15.048,2018
K2-282 b,1619,8.35 Earths,14.21,2018
K2-283 b,1314,12.2 Earths,14.364,2018
K2-284 b,350,8.15 Earths,13.265,2018
K2-285 b,505,9.68 Earths,12.075,2018
K2-285 c,505,15.68 Earths,12.075,2018
K2-285 d,505,6.5 Earths,12.075,2018
K2-285 e,505,10.7 Earths,12.075,2018
K2-27 b,814,30.9 Earths,12.689,2016
K2-280 b,1277,37.1 Earths,12.524,2018
K2-281 b,1494,0.16 Jupiters,15.048,2018
K2-282 b,1619,8.35 Earths,14.21,2018
K2-283 b,1314,12.2 Earths,14.364,2018
K2-284 b,350,8.15 Earths,13.265,2018
K2-285 b,505,9.68 Earths,12.075,2018
K2-285 c,505,15.68 Earths,12.075,2018
K2-285 d,505,6.5 Earths,12.075,2018
K2-285 e,505,10.7 Earths,12.075,2018
K2-286 b,248,5.06 Earths,12.881,2018
K2-287 b,516,0.315 Jupiters,11.41,2018
K2-288 B b,214,4.27 Earths,13.868,2018
K2-289 b,895,0.192 Jupiters,14.81,2019
K2-28 b,205,5.99 Earths,16.526,2016
K2-290 b,890,10.9 Earths,11.114,2019
K2-290 c,890,0.774 Jupiters,11.114,2019
K2-291 b,294,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.885,2019
K2-293 b,1280,6.57 Earths,13.44,2019
K2-286 b,248,5.06 Earths,12.881,2018
K2-287 b,516,0.315 Jupiters,11.41,2018
K2-288 B b,214,4.27 Earths,13.868,2018
K2-289 b,895,0.192 Jupiters,14.81,2019
K2-28 b,205,5.99 Earths,16.526,2016
K2-290 b,890,10.9 Earths,11.114,2019
K2-290 c,890,0.774 Jupiters,11.114,2019
K2-291 b,294,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.885,2019
K2-293 b,1280,6.57 Earths,13.44,2019
K2-294 b,1217,3.39 Earths,12.649,2019
K2-295 b,759,0.335 Jupiters,13.8941,2018
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-308 b,4288,0.222 Jupiters,15.072,2019
K2-30 b,1086,0.579 Jupiters,13.547,2016
K2-315 b,186,0.809 Earths,17.67,2020
K2-316 b,367,2.33 Earths,17.14,2020
K2-316 c,367,4.01 Earths,17.14,2020
K2-317 b,575,8.91 Earths,17.74,2020
K2-318 b,482,3.39 Earths,15.8,2020
K2-294 b,1217,3.39 Earths,12.649,2019
K2-295 b,759,0.335 Jupiters,13.8941,2018
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-308 b,4288,0.222 Jupiters,15.072,2019
K2-30 b,1086,0.579 Jupiters,13.547,2016
K2-315 b,186,0.809 Earths,17.67,2020
K2-316 b,367,2.33 Earths,17.14,2020
K2-316 c,367,4.01 Earths,17.14,2020
K2-317 b,575,8.91 Earths,17.74,2020
K2-318 b,482,3.39 Earths,15.8,2020
K2-294 b,1217,3.39 Earths,12.649,2019
K2-295 b,759,0.335 Jupiters,13.8941,2018
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-308 b,4288,0.222 Jupiters,15.072,2019
K2-30 b,1086,0.579 Jupiters,13.547,2016
K2-315 b,186,0.809 Earths,17.67,2020
K2-316 b,367,2.33 Earths,17.14,2020
K2-316 c,367,4.01 Earths,17.14,2020
K2-317 b,575,8.91 Earths,17.74,2020
K2-318 b,482,3.39 Earths,15.8,2020
K2-319 b,682,8.2 Earths,12.213,2020
K2-31 b,361,1.774 Jupiters,10.802,2016
K2-320 b,355,7.37 Earths,17.81,2020
K2-321 b,253,4.46 Earths,13.677,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-324 b,446,6.48 Earths,15.223,2020
K2-325 b,364,5.48 Earths,17.77,2020
K2-326 b,921,5.82 Earths,15.982,2020
K2-329 b,761,0.26 Jupiters,12.697,2020
K2-319 b,682,8.2 Earths,12.213,2020
K2-31 b,361,1.774 Jupiters,10.802,2016
K2-320 b,355,7.37 Earths,17.81,2020
K2-321 b,253,4.46 Earths,13.677,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-324 b,446,6.48 Earths,15.223,2020
K2-325 b,364,5.48 Earths,17.77,2020
K2-326 b,921,5.82 Earths,15.982,2020
K2-329 b,761,0.26 Jupiters,12.697,2020
K2-319 b,682,8.2 Earths,12.213,2020
K2-31 b,361,1.774 Jupiters,10.802,2016
K2-320 b,355,7.37 Earths,17.81,2020
K2-321 b,253,4.46 Earths,13.677,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-324 b,446,6.48 Earths,15.223,2020
K2-325 b,364,5.48 Earths,17.77,2020
K2-326 b,921,5.82 Earths,15.982,2020
K2-329 b,761,0.26 Jupiters,12.697,2020
K2-319 b,682,8.2 Earths,12.213,2020
K2-31 b,361,1.774 Jupiters,10.802,2016
K2-320 b,355,7.37 Earths,17.81,2020
K2-321 b,253,4.46 Earths,13.677,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-324 b,446,6.48 Earths,15.223,2020
K2-325 b,364,5.48 Earths,17.77,2020
K2-326 b,921,5.82 Earths,15.982,2020
K2-329 b,761,0.26 Jupiters,12.697,2020
K2-32 b,514,15 Earths,12.304,2016
K2-32 c,514,8.1 Earths,12.304,2016
K2-32 d,514,6.7 Earths,12.304,2016
K2-32 e,514,2.1 Earths,12.304,2019
K2-33 b,454,3.7 Jupiters,15.838,2016
K2-34 b,1137,1.698 Jupiters,11.447,2016
K2-35 b,824,2.3 Earths,14.166,2016
K2-35 c,824,4.38 Earths,14.166,2016
K2-36 b,358,3.9 Earths,11.726,2016
K2-36 c,358,7.8 Earths,11.726,2016
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.8 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.8 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.8 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.8 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.8 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-58 b,593,7.65 Earths,12.415,2016
K2-58 c,593,3.26 Earths,12.415,2016
K2-58 d,593,3.57 Earths,12.415,2016
K2-59 b,1016,6.39 Earths,14.266,2016
K2-59 c,1016,5.9 Earths,14.266,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-58 b,593,7.65 Earths,12.415,2016
K2-58 c,593,3.26 Earths,12.415,2016
K2-58 d,593,3.57 Earths,12.415,2016
K2-59 b,1016,6.39 Earths,14.266,2016
K2-59 c,1016,5.9 Earths,14.266,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-58 b,593,7.65 Earths,12.415,2016
K2-58 c,593,3.26 Earths,12.415,2016
K2-58 d,593,3.57 Earths,12.415,2016
K2-59 b,1016,6.39 Earths,14.266,2016
K2-59 c,1016,5.9 Earths,14.266,2016
K2-66 b,1676,21.3 Earths,11.71,2016
K2-68 b,550,3.12 Earths,12.987,2016
K2-69 b,589,5.99 Earths,16.024,2016
K2-6 b,1033,6.8 Earths,12.66,2015
K2-70 b,760,8.7 Earths,13.074,2016
K2-71 b,500,5.27 Earths,16.14,2016
K2-72 b,217,1.28 Earths,15.37,2016
K2-72 c,217,1.65 Earths,15.37,2016
K2-72 d,217,1.01 Earths,15.37,2016
K2-72 e,217,2.21 Earths,15.37,2016
K2-66 b,1676,21.3 Earths,11.71,2016
K2-68 b,550,3.12 Earths,12.987,2016
K2-69 b,589,5.99 Earths,16.024,2016
K2-6 b,1033,6.8 Earths,12.66,2015
K2-70 b,760,8.7 Earths,13.074,2016
K2-71 b,500,5.27 Earths,16.14,2016
K2-72 b,217,1.28 Earths,15.37,2016
K2-72 c,217,1.65 Earths,15.37,2016
K2-72 d,217,1.01 Earths,15.37,2016
K2-72 e,217,2.21 Earths,15.37,2016
K2-73 b,878,6.57 Earths,11.345,2016
K2-74 b,1232,5.95 Earths,12.715,2016
K2-75 b,1833,7.61 Earths,12.803,2016
K2-75 c,1833,8.1 Earths,12.803,2016
K2-77 b,462,1.9 Jupiters,12.224,2016
K2-79 b,835,13.2 Earths,12.152,2016
K2-7 b,2409,7.61 Earths,13.453,2015
K2-80 b,655,4.7 Earths,12.694,2016
K2-80 c,655,2.76 Earths,12.694,2016
K2-80 d,655,7.04 Earths,12.694,2018
K2-73 b,878,6.57 Earths,11.345,2016
K2-74 b,1232,5.95 Earths,12.715,2016
K2-75 b,1833,7.61 Earths,12.803,2016
K2-75 c,1833,8.1 Earths,12.803,2016
K2-77 b,462,1.9 Jupiters,12.224,2016
K2-79 b,835,13.2 Earths,12.152,2016
K2-7 b,2409,7.61 Earths,13.453,2015
K2-80 b,655,4.7 Earths,12.694,2016
K2-80 c,655,2.76 Earths,12.694,2016
K2-80 d,655,7.04 Earths,12.694,2018
K2-73 b,878,6.57 Earths,11.345,2016
K2-74 b,1232,5.95 Earths,12.715,2016
K2-75 b,1833,7.61 Earths,12.803,2016
K2-75 c,1833,8.1 Earths,12.803,2016
K2-77 b,462,1.9 Jupiters,12.224,2016
K2-79 b,835,13.2 Earths,12.152,2016
K2-7 b,2409,7.61 Earths,13.453,2015
K2-80 b,655,4.7 Earths,12.694,2016
K2-80 c,655,2.76 Earths,12.694,2016
K2-80 d,655,7.04 Earths,12.694,2018
K2-73 b,878,6.57 Earths,11.345,2016
K2-74 b,1232,5.95 Earths,12.715,2016
K2-75 b,1833,7.61 Earths,12.803,2016
K2-75 c,1833,8.1 Earths,12.803,2016
K2-77 b,462,1.9 Jupiters,12.224,2016
K2-79 b,835,13.2 Earths,12.152,2016
K2-7 b,2409,7.61 Earths,13.453,2015
K2-80 b,655,4.7 Earths,12.694,2016
K2-80 c,655,2.76 Earths,12.694,2016
K2-80 d,655,7.04 Earths,12.694,2018
K2-73 b,878,6.57 Earths,11.345,2016
K2-74 b,1232,5.95 Earths,12.715,2016
K2-75 b,1833,7.61 Earths,12.803,2016
K2-75 c,1833,8.1 Earths,12.803,2016
K2-77 b,462,1.9 Jupiters,12.224,2016
K2-79 b,835,13.2 Earths,12.152,2016
K2-7 b,2409,7.61 Earths,13.453,2015
K2-80 b,655,4.7 Earths,12.694,2016
K2-80 c,655,2.76 Earths,12.694,2016
K2-80 d,655,7.04 Earths,12.694,2018
K2-73 b,878,6.57 Earths,11.345,2016
K2-74 b,1232,5.95 Earths,12.715,2016
K2-75 b,1833,7.61 Earths,12.803,2016
K2-75 c,1833,8.1 Earths,12.803,2016
K2-77 b,462,1.9 Jupiters,12.224,2016
K2-79 b,835,13.2 Earths,12.152,2016
K2-7 b,2409,7.61 Earths,13.453,2015
K2-80 b,655,4.7 Earths,12.694,2016
K2-80 c,655,2.76 Earths,12.694,2016
K2-80 d,655,7.04 Earths,12.694,2018
K2-73 b,878,6.57 Earths,11.345,2016
K2-74 b,1232,5.95 Earths,12.715,2016
K2-75 b,1833,7.61 Earths,12.803,2016
K2-75 c,1833,8.1 Earths,12.803,2016
K2-77 b,462,1.9 Jupiters,12.224,2016
K2-79 b,835,13.2 Earths,12.152,2016
K2-7 b,2409,7.61 Earths,13.453,2015
K2-80 b,655,4.7 Earths,12.694,2016
K2-80 c,655,2.76 Earths,12.694,2016
K2-80 d,655,7.04 Earths,12.694,2018
K2-81 b,823,4.54 Earths,14.314,2016
K2-83 b,409,2.08 Earths,14.522,2016
K2-83 c,409,2.8 Earths,14.522,2016
K2-84 b,929,6.39 Earths,13.386,2016
K2-84 c,929,4.78 Earths,13.386,2016
K2-85 b,317,1.01 Earths,12.416,2016
K2-86 b,844,4.5 Earths,13.041,2016
K2-87 b,1602,0.141 Jupiters,14.136,2016
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-81 b,823,4.54 Earths,14.314,2016
K2-83 b,409,2.08 Earths,14.522,2016
K2-83 c,409,2.8 Earths,14.522,2016
K2-84 b,929,6.39 Earths,13.386,2016
K2-84 c,929,4.78 Earths,13.386,2016
K2-85 b,317,1.01 Earths,12.416,2016
K2-86 b,844,4.5 Earths,13.041,2016
K2-87 b,1602,0.141 Jupiters,14.136,2016
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-81 b,823,4.54 Earths,14.314,2016
K2-83 b,409,2.08 Earths,14.522,2016
K2-83 c,409,2.8 Earths,14.522,2016
K2-84 b,929,6.39 Earths,13.386,2016
K2-84 c,929,4.78 Earths,13.386,2016
K2-85 b,317,1.01 Earths,12.416,2016
K2-86 b,844,4.5 Earths,13.041,2016
K2-87 b,1602,0.141 Jupiters,14.136,2016
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,14.3 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,14.3 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,14.3 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,14.3 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,14.3 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
KELT-20 b,445,3.382 Jupiters,7.59,2017
KELT-21 b,1536,3.91 Jupiters,10.484,2018
KELT-23 A b,412,0.938 Jupiters,10.308,2019
KELT-24 b,315,5.18 Jupiters,8.34,2019
KELT-2 A b,437,1.7 Jupiters,8.68,2012
KELT-3 b,686,1.94 Jupiters,9.816,2013
KELT-4 A b,711,0.902 Jupiters,9.98,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
KELT-20 b,445,3.382 Jupiters,7.59,2017
KELT-21 b,1536,3.91 Jupiters,10.484,2018
KELT-23 A b,412,0.938 Jupiters,10.308,2019
KELT-24 b,315,5.18 Jupiters,8.34,2019
KELT-2 A b,437,1.7 Jupiters,8.68,2012
KELT-3 b,686,1.94 Jupiters,9.816,2013
KELT-4 A b,711,0.902 Jupiters,9.98,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
KELT-20 b,445,3.382 Jupiters,7.59,2017
KELT-21 b,1536,3.91 Jupiters,10.484,2018
KELT-23 A b,412,0.938 Jupiters,10.308,2019
KELT-24 b,315,5.18 Jupiters,8.34,2019
KELT-2 A b,437,1.7 Jupiters,8.68,2012
KELT-3 b,686,1.94 Jupiters,9.816,2013
KELT-4 A b,711,0.902 Jupiters,9.98,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
KELT-20 b,445,3.382 Jupiters,7.59,2017
KELT-21 b,1536,3.91 Jupiters,10.484,2018
KELT-23 A b,412,0.938 Jupiters,10.308,2019
KELT-24 b,315,5.18 Jupiters,8.34,2019
KELT-2 A b,437,1.7 Jupiters,8.68,2012
KELT-3 b,686,1.94 Jupiters,9.816,2013
KELT-4 A b,711,0.902 Jupiters,9.98,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
KELT-20 b,445,3.382 Jupiters,7.59,2017
KELT-21 b,1536,3.91 Jupiters,10.484,2018
KELT-23 A b,412,0.938 Jupiters,10.308,2019
KELT-24 b,315,5.18 Jupiters,8.34,2019
KELT-2 A b,437,1.7 Jupiters,8.68,2012
KELT-3 b,686,1.94 Jupiters,9.816,2013
KELT-4 A b,711,0.902 Jupiters,9.98,2016
KELT-6 b,785,0.52 Jupiters,10.371,2014
